Number,Trench,Level,Layer,General Unit,gou, Original Type,Gtype,Type,xold,yold,x,y,z,Altitude,Orientation_old,Orientation,Dip,Degree,max,Length,Width,Thickness,Weight,lwratio,Lgroup,Wgroup,New category,Technological category,Rock type,Row material,Weathering,Rounddegree,Roundness
T2:435,T2,15,4,,,B,B,B,102.36,101.25,808.0351571,629.7479055,0.934193,934.193,60,60,243,4,,,,,,,,,B,,,,,,
T2:438,T2,15,4,,,B,B,B,102.79,101.72,808.0357454,629.7481498,0.934242,934.242,296,116,113,21,,,,,,,,,B,,,,,,
T2:441,T2,15,4,,,B,B,B,102.06,101.8,808.0351177,629.7485308,0.934223,934.223,250,70,346,23,,,,,,,,,B,,,,,,
T2:442,T2,15,4,,,T,B,B,102.05,101.92,808.0351593,629.7486438,0.934203,934.203,269,89,,0,,,,,,,,,B,,,,,,
T2:443,T2,15,4,,,T,B,B,102.66,101.99,808.0357417,629.7484494,0.9342,934.2,195,15,17,17,,,,,,,,,B,,,,,,
T2:444,T2,15,4,,,T,B,B,102.71,100.22,808.035039,629.7468241,0.934202,934.202,142,142,,0,,,,,,,,,B,,,,,,
T2:445,T2,15,4,,,B,B,B,102.11,100.17,808.0344741,629.7470324,0.934233,934.233,123,123,205,33,,,,,,,,,B,,,,,,
T2:448,T2,15,4,,,B,B,B,102.72,100.49,808.0351622,629.7470646,0.934248,934.248,310,130,125,21,,,,,,,,,B,,,,,,
T2:450,T2,15,4,,,B,B,B,103.36,101.16,808.0360254,629.7474014,0.934198,934.198,357,177,177,16,,,,,,,,,B,,,,,,
T2:451,T2,15,4,,,B,B,B,103.68,101.42,808.0364253,629.7475018,0.934203,934.203,310,130,137,14,,,,,,,,,B,,,,,,
T2:452,T2,15,4,,,B,B,B,103.59,101.4,808.0363353,629.7475217,0.934198,934.198,18,18,101,25,,,,,,,,,B,,,,,,
T2:454,T2,15,4,,,B,B,B,103.62,101.59,808.0364427,629.7476812,0.934198,934.198,10,10,,0,,,,,,,,,B,,,,,,
T2:457,T2,15,4,,,B,B,B,101.78,100.3,808.03423,629.7472897,0.934228,934.228,150,150,,0,,,,,,,,,B,,,,,,
T2:458,T2,15,4,,,B,B,B,103.92,100.16,808.0361103,629.7462584,0.934193,934.193,145,145,,0,,,,,,,,,B,,,,,,
T2:459,T2,15,4,,,T,B,B,103.73,100.5,808.0360818,629.7466469,0.934213,934.213,39,39,,0,,,,,,,,,B,,,,,,
T2:460,T2,15,4,,,B,B,B,103.9,100.71,808.0363246,629.7467653,0.934253,934.253,188,8,,0,,,,,,,,,B,,,,,,
T2:461,T2,15,4,,,B,B,B,103.21,100.91,808.0357838,629.7472382,0.934224,934.224,273,93,,0,,,,,,,,,B,,,,,,
T2:463,T2,15,4,,,T,B,B,103.49,99.17,808.0353022,629.7455429,0.934227,934.227,356,176,,0,,,,,,,,,B,,,,,,
T2:464,T2,15,4,,,T,B,B,103.73,99.28,808.0355662,629.7455412,0.934267,934.267,126,126,,0,,,,,,,,,B,,,,,,
T2:469,T2,15,4,,,T,B,B,104.89,100.06,808.0369472,629.7457579,0.93421,934.21,81,81,265,32,,,,,,,,,B,,,,,,
T2:470,T2,15,4,,,B,B,B,104.84,100.23,808.0369737,629.7459331,0.934214,934.214,115,115,25,28,,,,,,,,,B,,,,,,
T2:471,T2,15,4,,,B,B,B,104.49,100.57,808.0368002,629.7463891,0.934227,934.227,13,13,277,40,,,,,,,,,B,,,,,,
T2:472,T2,15,4,,,B,B,B,102.41,99.16,808.0343192,629.7459902,0.934228,934.228,250,70,,0,,,,,,,,,B,,,,,,
T2:474,T2,15,4,,,B,B,B,102.34,99.26,808.034298,629.7461105,0.93425,934.25,117,117,218,13,,,,,,,,,B,,,,,,
T2:475,T2,15,4,,,B,B,B,102.87,99.25,808.0347741,629.7458774,0.934233,934.233,288,108,113,12,,,,,,,,,B,,,,,,
T2:476,T2,15,4,,,B,B,B,102.81,99.38,808.0347747,629.7460206,0.934228,934.228,98,98,,0,,,,,,,,,B,,,,,,
T2:477,T2,15,4,,,B,B,B,102.52,99.12,808.034402,629.7459075,0.934205,934.205,98,98,277,43,,,,,,,,,B,,,,,,
T2:479,T2,15,4,,,B,B,B,102.34,99.45,808.0343783,629.7462827,0.934213,934.213,357,177,,0,,,,,,,,,B,,,,,,
T2:480,T2,15,4,,,B,B,B,102.45,99.67,808.034571,629.7464356,0.934217,934.217,322,142,,0,,,,,,,,,B,,,,,,
T2:481,T2,15,4,,,B,B,B,101.1,99.11,808.0331108,629.7464985,0.934278,934.278,238,58,58,6,,,,,,,,,B,,,,,,
T2:482,T2,15,4,,,B,B,B,101.65,99.25,808.0336684,629.746393,0.934278,934.278,117,117,295,28,,,,,,,,,B,,,,,,
T2:483,T2,15,4,,,B,B,B,101.63,99.33,808.0336841,629.7464739,0.934264,934.264,123,123,298,23,,,,,,,,,B,,,,,,
T2:484,T2,15,4,,,B,B,B,103.38,99.5,808.035342,629.7458885,0.934223,934.223,247,67,238,24,,,,,,,,,B,,,,,,
T2:485,T2,15,4,,,B,B,B,103.03,99.6,808.035067,629.746127,0.934234,934.234,307,127,30,36,,,,,,,,,B,,,,,,
T2:486,T2,15,4,,,B,B,B,104.2,99.53,808.0360978,629.7455691,0.934223,934.223,92,92,,0,,,,,,,,,B,,,,,,
T2:487,T2,15,4,,,B,B,B,104.62,99.13,808.0363094,629.7450291,0.934225,934.225,316,136,,0,,,,,,,,,B,,,,,,
T2:488,T2,15,4,,,B,B,B,104.52,99.32,808.0362991,629.7452436,0.934222,934.222,306,126,,0,,,,,,,,,B,,,,,,
T2:489,T2,15,4,,,B,B,B,104.48,99.54,808.0363558,629.7454599,0.934258,934.258,184,4,9,11,,,,,,,,,B,,,,,,
T2:490,T2,15,4,,,B,B,B,104.89,99.66,808.0367781,629.7453953,0.93427,934.27,355,175,,0,,,,,,,,,B,,,,,,
T2:491,T2,15,4,,,B,B,B,104.79,99.74,808.0367213,629.7455101,0.934265,934.265,286,106,,0,,,,,,,,,B,,,,,,
T2:492,T2,15,4,,,B,B,B,103.12,98.47,808.0346711,629.7450648,0.934245,934.245,190,10,13,2,,,,,,,,,B,,,,,,
T2:493,T2,15,4,,,B,B,B,102.2,98.14,808.0336978,629.7451546,0.93427,934.27,259,79,,0,,,,,,,,,B,,,,,,
T2:496,T2,15,4,,,B,B,B,103,99.42,808.0349638,629.7459765,0.934287,934.287,280,28,98,43,,,,,,,,,B,,,,,,
T2:498,T2,15,4,,,B,B,B,104.48,98.46,808.0358994,629.7444811,0.934253,934.253,323,143,,0,,,,,,,,,B,,,,,,
T2:499,T2,16,4,,,T,B,B,100.67,101,808.0335198,629.7483932,0.934148,934.148,57,57,283,6,,,,,,,,,B,,,,,,
T2:500,T2,16,4,,,B,B,B,100.05,100.26,808.0326452,629.7479845,0.934183,934.183,173,173,,0,,,,,,,,,B,,,,,,
T2:501,T2,16,4,,,B,B,B,100.39,100.66,808.0331224,629.7482033,0.934198,934.198,317,137,317,16,,,,,,,,,B,,,,,,
T2:502,T2,16,4,,,B,B,B,101.55,101.42,808.0344949,629.7484019,0.934153,934.153,302,122,,0,,,,,,,,,B,,,,,,
T2:503,T2,16,4,,,B,B,B,101.71,100.46,808.0342342,629.7474643,0.934175,934.175,354,174,,0,,,,,,,,,B,,,,,,
T2:504,T2,16,4,,,B,B,B,101.42,99.34,808.033498,629.7465718,0.934173,934.173,3,3,183,3,,,,,,,,,B,,,,,,
T2:505,T2,16,4,,,T,B,B,102.79,101.23,808.0355384,629.7477057,0.934138,934.138,315,135,315,8,,,,,,,,,B,,,,,,
T2:506,T2,16,4,,,B,B,B,102.07,101.17,808.0348605,629.7479556,0.934143,934.143,344,164,163,34,,,,,,,,,B,,,,,,
T2:508,T2,16,4,,,T,B,B,102.27,101.33,808.0351094,629.7480161,0.934143,934.143,23,23,23,15,,,,,,,,,B,,,,,,
T2:509,T2,16,4,,,B,B,B,102.65,101.62,808.0355763,629.7481183,0.934158,934.158,345,165,171,5,,,,,,,,,B,,,,,,
T2:513,T2,16,4,,,S,S,S,103.51,101.24,808.0361951,629.7474105,0.934168,934.168,210,30,210,10,21,21,20,6,3,1.05,m,s,DP,BPF,Chert,C,0,R0,0
T2:514,T2,16,4,,,B,B,B,103.49,101.44,808.0362615,629.7476002,0.93419,934.19,1,1,180,38,,,,,,,,,B,,,,,,
T2:515,T2,16,4,,,B,B,B,103.9,101.86,808.0368106,629.7478076,0.934183,934.183,268,88,194,25,,,,,,,,,B,,,,,,
T2:516,T2,16,4,,,B,B,B,103.72,101.96,808.0366897,629.7479743,0.934165,934.165,176,176,176,8,,,,,,,,,B,,,,,,
T2:517,T2,16,4,,,B,B,B,103.65,100,808.035798,629.7462275,0.93416,934.16,167,167,,0,,,,,,,,,B,,,,,,
T2:518,T2,16,4,,,B,B,B,103.59,101.95,808.0365677,629.7480202,0.934168,934.168,180,0.5,,0,,,,,,,,,B,,,,,,
T2:519,T2,16,4,,,B,B,B,103.59,100.59,808.035993,629.7467876,0.934178,934.178,200,20,200,3,,,,,,,,,B,,,,,,
T2:520,T2,16,4,,,B,B,B,103.46,100.6,808.0358794,629.7468516,0.934163,934.163,227,47,,0,,,,,,,,,B,,,,,,
T2:521,T2,16,4,,,B,B,B,103.77,99.66,808.0357631,629.7458687,0.934203,934.203,109,109,109,11,,,,,,,,,B,,,,,,
T2:522,T2,16,4,,,B,B,B,103.32,99.52,808.0352961,629.7459319,0.934188,934.188,96,96,280,5,,,,,,,,,B,,,,,,
T2:523,T2,16,4,,,B,B,B,103.18,99.62,808.0352114,629.7460817,0.934175,934.175,257,77,257,2,,,,,,,,,B,,,,,,
T2:525,T2,16,4,,,T,B,B,104.63,98.05,808.0358621,629.7440461,0.934188,934.188,78,78,258,10,,,,,,,,,B,,,,,,
T2:526,T2,16,4,,,B,B,B,104.91,99.68,808.0368047,629.745405,0.93418,934.18,358,178,,0,,,,,,,,,B,,,,,,
T2:527,T2,16,4,,,B,B,B,104.83,99.59,808.0366942,629.7453573,0.934183,934.183,142,142,,0,,,,,,,,,B,,,,,,
T2:528,T2,16,4,,,T,B,B,104.71,99.51,808.0365516,629.7453355,0.93418,934.18,90,90,,0,,,,,,,,,B,,,,,,
T2:529,T2,16,4,,,B,B,B,104.14,99.68,808.0361069,629.7457304,0.934213,934.213,236,56,236,12,,,,,,,,,B,,,,,,
T2:530,T2,16,4,,,T,B,B,104.51,99.2,808.0362393,629.745139,0.934178,934.178,40,40,,0,,,,,,,,,B,,,,,,
T2:531,T2,16,4,,,B,B,B,104.6,101.22,808.0371746,629.7469317,0.93416,934.16,346,166,346,3,,,,,,,,,B,,,,,,
T2:532,T2,16,4,,,B,B,B,104.76,101.43,808.0374083,629.7470544,0.934165,934.165,35,35,35,8,,,,,,,,,B,,,,,,
T2:533,T2,16,4,,,B,B,B,104.55,101.54,808.0372645,629.7472429,0.934168,934.168,32,32,212,4,,,,,,,,,B,,,,,,
T2:534,T2,17,4,,,B,B,B,100.89,101.43,808.0339009,629.7486899,0.934124,934.124,266,86,95,9,,,,,,,,,B,,,,,,
T2:535,T2,17,4,,,B,B,B,101.53,101.09,808.0343373,629.7481113,0.934095,934.095,103,103,,0,,,,,,,,,B,,,,,,
T2:539,T2,17,4,,,B,B,B,103.17,101.14,808.0358447,629.7474635,0.934115,934.115,83,83,273,9,,,,,,,,,B,,,,,,
T2:542,T2,17,4,,,B,B,B,104.58,100.21,808.0367296,629.7460248,0.934105,934.105,134,134,314,2,,,,,,,,,B,,,,,,
T2:543,T2,17,4,,,B,B,B,103.41,101.57,808.036244,629.7477518,0.934102,934.102,67,67,247,8,,,,,,,,,B,,,,,,
T2:545,T2,17,4,,,B,B,B,103.36,100.21,808.0356239,629.7465404,0.934135,934.135,202,22,202,3,,,,,,,,,B,,,,,,
T2:546,T2,17,4,,,B,B,B,103.11,100.06,808.0353339,629.7465101,0.93411,934.11,148,148,259,15,,,,,,,,,B,,,,,,
T2:547,T2,17,4,,,B,B,B,103.03,100.11,808.0352826,629.7465892,0.9341,934.1,282,102,,0,,,,,,,,,B,,,,,,
T2:549,T2,17,4,,,B,B,B,103.79,100.25,808.0360305,629.7463949,0.934113,934.113,156,156,68,38,,,,,,,,,B,,,,,,
T2:550,T2,17,4,,,B,B,B,102.09,101.54,808.035035,629.7482825,0.934114,934.114,77,77,100,69,,,,,,,,,B,,,,,,
T2:551,T2,17,4,,,B,B,B,103.9,101.83,808.0367979,629.7477804,0.934115,934.115,311,131,,90,,,,,,,,,B,,,,,,
T2:552,T2,17,4,,,B,B,B,101.62,101.92,808.0347696,629.7488255,0.934115,934.115,267,87,,0,,,,,,,,,B,,,,,,
T2:553,T2,17,4,,,B,B,B,101.43,101.97,808.0346185,629.7489511,0.93413,934.13,206,26,217,35,,,,,,,,,B,,,,,,
T2:554,T2,17,4,,,B,B,B,101.37,100.43,808.0339133,629.7475807,0.93412,934.12,270,90,270,13,,,,,,,,,B,,,,,,
T2:555,T2,17,4,,,B,B,B,101.75,100.31,808.034207,629.7473114,0.934123,934.123,182,182,,0,,,,,,,,,B,,,,,,
T2:556,T2,17,4,,,B,B,B,101.91,100.17,808.0342929,629.7471169,0.934105,934.105,333,153,,0,,,,,,,,,B,,,,,,
T2:557,T2,17,4,,,T,B,B,100.79,100.16,808.0332736,629.7475812,0.934122,934.122,331,151,156,18,,,,,,,,,B,,,,,,
T2:558,T2,17,4,,,B,B,B,100.3,100.42,808.0329394,629.7480239,0.934115,934.115,20,20,,0,,,,,,,,,B,,,,,,
T2:559,T2,17,4,,,B,B,B,102.89,101.87,808.0358995,629.7482435,0.934105,934.105,217,37,,0,,,,,,,,,B,,,,,,
T2:561,T2,17,4,,,B,B,B,103.9,100.56,808.0362612,629.7466294,0.934145,934.145,317,137,,0,,,,,,,,,B,,,,,,
T2:563,T2,17,4,,,B,B,B,104.7,100.61,808.0370074,629.7463366,0.934154,934.154,245,65,153,12,,,,,,,,,B,,,,,,
T2:566,T2,17,4,,,B,B,B,103.6,99.38,808.0354907,629.7456867,0.934175,934.175,281,101,281,20,,,,,,,,,B,,,,,,
T2:567,T2,17,4,,,B,B,B,102.49,99,808.0343241,629.7458114,0.934122,934.122,294,114,,0,,,,,,,,,B,,,,,,
T2:568,T2,17,4,,,B,B,B,104.86,99.92,808.0368608,629.7456437,0.93417,934.17,256,76,75,10,,,,,,,,,B,,,,,,
T2:569,T2,17,4,,,B,B,B,104.85,99.58,808.0367081,629.7453397,0.934142,934.142,110,110,,0,,,,,,,,,B,,,,,,
T2:570,T2,17,4,,,B,B,B,104.68,98.22,808.0359793,629.744179,0.9341,934.1,34,34,,0,,,,,,,,,B,,,,,,
T2:571,T2,17,4,,,T,B,B,101.68,98.42,808.0333449,629.7456281,0.934108,934.108,248,68,16,20,,,,,,,,,B,,,,,,
T2:572,T2,18,4,,,B,B,B,100.29,100.74,808.0330656,629.7483181,0.93414,934.14,123,123,123,6,,,,,,,,,B,,,,,,
T2:575,T2,18,4,,,B,B,B,101.54,100.06,808.0339111,629.7471736,0.93412,934.12,354,174,,0,,,,,,,,,B,,,,,,
T2:576,T2,18,4,,,B,B,B,101.45,100.26,808.033914,629.7473929,0.93411,934.11,23,23,23,42,,,,,,,,,B,,,,,,
T2:577,T2,18,4,,,B,B,B,102.33,101.14,808.0350834,629.7478185,0.934055,934.055,210,30,,0,,,,,,,,,B,,,,,,
T2:578,T2,18,4,,,T,B,B,102.44,101.39,808.0352888,629.7479986,0.93406,934.06,220,40,220,33,,,,,,,,,B,,,,,,
T2:579,T2,18,4,,,B,B,B,102.75,101.66,808.0356838,629.7481123,0.934065,934.065,300,120,300,10,,,,,,,,,B,,,,,,
T2:580,T2,18,4,,,B,B,B,102.53,101.68,808.0354929,629.7482234,0.934065,934.065,221,41,221,38,,,,,,,,,B,,,,,,
T2:581,T2,18,4,,,T,B,B,102.65,101.85,808.0356735,629.7483268,0.93407,934.07,106,106,,0,,,,,,,,,B,,,,,,
T2:582,T2,18,4,,,T,B,B,102.81,100.09,808.0350747,629.7466641,0.934075,934.075,101,101,,0,,,,,,,,,B,,,,,,
T2:583,T2,18,4,,,B,B,B,102.47,100.08,808.0347624,629.7467987,0.93407,934.07,110,110,,0,,,,,,,,,B,,,,,,
T2:584,T2,18,4,,,B,B,B,102.19,100.6,808.0347284,629.7473883,0.934075,934.075,100,100,100,22,,,,,,,,,B,,,,,,
T2:585,T2,18,4,,,B,B,B,103.58,101.08,808.036191,629.7472359,0.934045,934.045,59,59,59,12,,,,,,,,,B,,,,,,
T2:587,T2,18,4,,,B,B,B,103.6,100.61,808.0360105,629.7468015,0.934075,934.075,34,34,44,28,,,,,,,,,B,,,,,,
T2:589,T2,18,4,,,B,B,B,104.7,101.72,808.0374765,629.7473426,0.934085,934.085,26,26,78,12,,,,,,,,,B,,,,,,
T2:590,T2,18,4,,,B,B,B,104.81,100.26,808.0369592,629.7459729,0.934085,934.085,141,141,,0,,,,,,,,,B,,,,,,
T2:591,T2,18,4,,,T,B,B,104.57,100.33,808.0367712,629.7461378,0.93408,934.08,104,104,284,13,,,,,,,,,B,,,,,,
T2:593,T2,18,4,,,T,B,B,104.72,99.95,808.0367466,629.74573,0.934095,934.095,311,131,,0,,,,,,,,,B,,,,,,
T2:594,T2,18,4,,,T,B,B,104.84,98.54,808.0362595,629.7444014,0.934105,934.105,46,46,316,33,,,,,,,,,B,,,,,,
T2:595,T2,18,4,,,T,B,B,101.85,99.7,808.0340399,629.7467163,0.934095,934.095,88,88,267,250,,,,,,,,,B,,,,,,
T2:596,T2,18,4,,,B,B,B,101.79,101.96,808.0349406,629.7487899,0.93407,934.07,291,111,,0,,,,,,,,,B,,,,,,
T2:597,T2,18,4,,,B,B,B,101.86,98.31,808.0334615,629.7454523,0.934055,934.055,314,134,131,13,,,,,,,,,B,,,,,,
T2:599,T2,18,4,,,B,B,B,101.42,99.45,808.0335445,629.7466714,0.934065,934.065,358,178,177,14,,,,,,,,,B,,,,,,
T2:600,T2,18,4,,,B,B,B,102,99.08,808.0339138,629.746091,0.93408,934.08,323,143,148,2,,,,,,,,,B,,,,,,
T2:601,T2,18,4,,,T,B,B,103.06,99.79,808.0351745,629.7462865,0.93407,934.07,245,65,245,2,,,,,,,,,B,,,,,,
T2:602,T2,18,4,,,B,B,B,103.55,99.68,808.0355721,629.7459798,0.934105,934.105,192,12,13,18,,,,,,,,,B,,,,,,
T2:603,T2,19,4,,,B,B,B,100.66,101.15,808.0335741,629.7485333,0.934,934,235,55,235,27,,,,,,,,,B,,,,,,
T2:604,T2,19,4,,,B,B,B,101,101.31,808.0339499,629.7485347,0.93403,934.03,215,35,45,21,,,,,,,,,B,,,,,,
T2:605,T2,19,4,,,B,B,B,100.91,101.44,808.0339233,629.7486905,0.934045,934.045,227,47,227,26,,,,,,,,,B,,,,,,
T2:606,T2,19,4,,,B,B,B,100.84,100.18,808.0333274,629.7475782,0.933995,933.995,245,65,,0,,,,,,,,,B,,,,,,
T2:607,T2,19,4,,,B,B,B,100.07,100.4,808.0327225,629.7481029,0.934004,934.004,237,57,237,16,,,,,,,,,B,,,,,,
T2:608,T2,19,4,,,B,B,B,100.36,100.82,808.0331628,629.748361,0.933997,933.997,184,4,184,7,,,,,,,,,B,,,,,,
T2:609,T2,19,4,,,B,B,B,101,100.75,808.0337133,629.7480271,0.934,934,182,2,,0,,,,,,,,,B,,,,,,
T2:610,T2,19,4,,,B,B,B,101.34,100.12,808.0337552,629.7473125,0.934017,934.017,205,25,205,13,,,,,,,,,B,,,,,,
T2:611,T2,19,4,,,B,B,B,101.37,100.77,808.034057,629.7478889,0.934015,934.015,205,25,34,36,,,,,,,,,B,,,,,,
T2:614,T2,19,4,,,B,B,B,102.84,101.44,808.0356724,629.7478749,0.933995,933.995,260,80,260,12,,,,,,,,,B,,,,,,
T2:615,T2,19,4,,,B,B,B,102.81,101.45,808.0356495,629.7478966,0.934015,934.015,303,123,303,41,,,,,,,,,B,,,,,,
T2:617,T2,19,4,,,B,B,B,102.19,100.3,808.0346016,629.7471164,0.934007,934.007,275,95,95,15,,,,,,,,,B,,,,,,
T2:619,T2,19,4,,,T,B,B,102.04,99.03,808.0339289,629.7460288,0.934045,934.045,306,126,306,12,,,,,,,,,B,,,,,,
T2:623,T2,19,4,,,B,B,B,103.35,101.57,808.0361896,629.7477772,0.93403,934.03,255,75,255,9,,,,,,,,,B,,,,,,
T2:624,T2,19,4,,,B,B,B,103.67,101.82,808.0365853,629.7478685,0.934027,934.027,305,125,305,15,,,,,,,,,B,,,,,,
T2:625,T2,19,4,,,T,B,B,103.58,100.49,808.0359416,629.7467012,0.934055,934.055,232,52,232,40,,,,,,,,,B,,,,,,
T2:626,T2,19,4,,,B,B,B,104.4,101.59,808.0371497,629.7473516,0.934012,934.012,225,45,,0,,,,,,,,,B,,,,,,
T2:628,T2,19,4,,,B,B,B,101.41,99.72,808.0336496,629.7469204,0.93404,934.04,282,102,98,24,,,,,,,,,B,,,,,,
T2:629,T2,20,4,,,B,B,B,104.95,99.08,808.0365874,629.7448443,0.933991,933.991,,,,,,,,,,,,,B,,,,,,
T2:630,T2,20,4,,,B,B,B,104.51,99.01,808.036159,629.7449668,0.933965,933.965,,,,,,,,,,,,,B,,,,,,
T2:631,T2,20,4,,,T,B,B,101.61,100.03,808.0339618,629.7471168,0.93394,933.94,124,124,307,7,,,,,,,,,B,,,,,,
T2:632,T2,20,4,,,B,B,B,101.58,100.15,808.0339853,629.7472382,0.933945,933.945,290,110,,0,,,,,,,,,B,,,,,,
T2:634,T2,20,4,,,B,B,B,101.66,100.3,808.0341212,629.7473404,0.933937,933.937,116,116,298,7,,,,,,,,,B,,,,,,
T2:635,T2,20,4,,,B,B,B,101.46,100.28,808.0339315,629.7474068,0.93394,933.94,310,130,130,7,,,,,,,,,B,,,,,,
T2:636,T2,20,4,,,B,B,B,101.02,100.25,808.0335201,629.7475655,0.933955,933.955,116,116,4,25,,,,,,,,,B,,,,,,
T2:638,T2,20,4,,,B,B,B,102.93,101.44,808.035754,629.7478369,0.933952,933.952,108,108,194,21,,,,,,,,,B,,,,,,
T2:639,T2,20,4,,,B,B,B,102.85,101.85,808.0358548,629.7482422,0.93394,933.94,95,95,6,38,,,,,,,,,B,,,,,,
T2:640,T2,20,4,,,B,B,B,103.72,100.77,808.0361868,629.7468958,0.934019,934.019,,,,,,,,,,,,,B,,,,,,
T2:641,T2,20,4,,,B,B,B,101.18,100,808.0335594,629.7472713,0.93395,933.95,304,124,124,18,,,,,,,,,B,,,,,,
T2:642,T2,20,4,,,B,B,B,103.79,100.65,808.0361996,629.7467574,0.933955,933.955,39,39,116,13,,,,,,,,,B,,,,,,
T2:643,T2,21,4,,,B,B,B,103.19,99.77,808.0352839,629.7462135,0.93389,933.89,353,173,,0,,,,,,,,,B,,,,,,
T2:644,T2,21,4,,,T,B,B,102.66,101.63,808.0355896,629.7481232,0.933885,933.885,192,12,13,3,,,,,,,,,B,,,,,,
T2:645,T2,21,4,,,B,B,B,102.94,101.51,808.0357926,629.7478961,0.933875,933.875,260,80,260,23,,,,,,,,,B,,,,,,
T2:647,T2,21,4,,,B,B,B,102.46,101.28,808.0352604,629.7478905,0.933925,933.925,247,67,150,32,,,,,,,,,B,,,,,,
T2:648,T2,21,4,,,B,B,B,102.53,101.19,808.0352858,629.7477793,0.9339,933.9,135,135,115,2,,,,,,,,,B,,,,,,
T2:650,T2,21,4,,,B,B,B,102.93,101.03,808.0355807,629.7474653,0.933932,933.932,20,20,,0,,,,,,,,,B,,,,,,
T3:1,T3,1,3,,,S,S,S,104.21,99.1,808.0976605,629.7180655,0.93627,936.27,123,123,,,31,31,17,11,7,1.823529412,m,m,DP,BPF,Chert,C,1,R1,1
T3:2,T3,1,3,,,S,S,S,104.37,100,808.09841,629.7185887,0.936315,936.315,122,122,111,27,25,17,25,7,3,1.470588235,m,s,DP,BP,Chert,C,0,R0,0
T3:40,T3,19,4,,,S,S,S,102.81,99.12,808.0966847,629.7190696,0.935205,935.205,214,34,,,15,15,12,4,0.2333,1.25,s,s,DP,BPF,Chert,C,0,R0,0
T3:67,T3,20,4,,,S,S,S,100.12,98.2,808.0941321,629.7203211,0.93516,935.16,,,,,36,36,33,15,13,1.090909091,m,m,DP,BPF,Brecciated chert,BC,0,R0,0
T3:70,T3,20,4,,,S,S,U,102.66,98.12,808.0958715,629.7184685,0.93516,935.16,,,337,53,102,102,95,73,1002,1.073684211,l,l,UN,UN,Chert,C,,,
T3:75,T3,20,4,,,S,S,S,101.84,98.59,808.0956241,629.7193807,0.935166,935.166,95,95,,,21,21,11,6,2,1.909090909,m,s,DP,BPF,Chert,C,0,R0,0
T3:100,T3,21,4,,,S,S,S,100.38,98.24,808.0943442,629.7201656,0.935105,935.105,,,,,39,39,37,25,49,1.054054054,m,m,DP,Chunk,Dolomite,SD,1,R0,0
T3:104,T3,21,4,,,S,S,S,101.62,98.51,808.0954119,629.7194797,0.935126,935.126,135,135,,,20,20,13,7,2,1.538461538,s,s,DP,BPF,Chert,C,0,R0,0
T3:105,T3,21,4,,,S,S,S,101.24,98.36,808.0950372,629.7196423,0.935137,935.137,151,151,,,24,24,17,12,4,1.411764706,m,m,DP,BPF,Chert,C,0,R0,0
T3:106,T3,21,4,,,S,S,S,101.36,99.96,808.0962534,629.7206888,0.935109,935.109,92,92,190,56,21,21,21,5,2,1,m,s,DP,BP,Chert,C,0,R0,0
T3:107,T3,21,4,,,S,S,S,101.07,99.91,808.096013,629.7208585,0.93512,935.12,124,124,,,46,46,35,10,15,1.314285714,m,m,DP,BPF,Chert,C,,,
T3:108,T3,21,4,,,S,S,U,102.99,98.56,808.096416,629.7185463,0.93515,935.15,125,125,306,30,50,50,44,13,31,1.136363636,m,m,UN,UN,Chert,C,,,
T3:111,T3,21,4,,,S,S,S,102.3,98.52,808.0958998,629.7190059,0.93514,935.14,140,140,,,28,28,18,10,4,1.555555556,m,m,DP,BPF,Chert,C,1,R1,1
T3:112,T3,21,4,,,S,S,S,102.56,97.2,808.0951503,629.7178887,0.935173,935.173,160,160,,,23,12,23,4,1,1.916666667,m,s,DP,BP,Chert,C,0,R0,0
T3:135,T3,21,4,,,S,S,S,104.78,99.32,808.0982191,629.717818,0.935155,935.155,220,40,,,27,27,25,6,5.1,1.08,m,m,DP,BP,Chert,C,0,R0,0
T3:145,T3,22,4,,,S,S,S,100.63,99.26,808.0952422,629.72071,0.935074,935.074,155,155,61,62,23,23,16,3,1,1.4375,m,s,DP,BP,Chert,C,0,R0,0
T3:146,T3,22,4,,,S,S,U,100.4,99.22,808.0950513,629.7208444,0.93508,935.08,,,,,32,32,27,23,17,1.185185185,m,m,UN,UN,Dolomite,SD,,,
T3:148,T3,22,4,,,S,S,S,101.96,99.4,808.0962817,629.7198686,0.935072,935.072,230,50,,,75,45,75,25,63,1.666666667,l,l,DP,BP,Brecciated chert,BC,0,R0,0
T3:150,T3,22,4,,,S,S,S,101.75,99.21,808.0959988,629.7198827,0.935072,935.072,,,18,58,19,19,14,10,3,1.357142857,s,s,DP,Chunk,Chert,C,0,R0,0
T3:162,T3,22,4,,,S,S,S,103.62,99.04,808.0972009,629.7184403,0.935098,935.098,,,,,21,12,21,3,0.2333,1.75,m,s,DP,BP,Silicious dolomite,SD,0,R0,0
T3:170,T3,22,4,,,S,S,S,104.46,99.46,808.0980918,629.7181433,0.935125,935.125,135,135,227,71,26,26,26,10,7,1,m,m,DP,BPF,Dolomite,SD,2,R1,1
T3:181,T3,22,4,,,S,S,S,102.72,98.8,808.0963948,629.7189069,0.935105,935.105,,,70,10,17,17,17,5,1,1,s,s,DP,BPF,Chert,C,0,R0,0
